game_id,season,analytics_description,event_status,is_tba,game_start,game_end,status_line,venue_name,venue_location,share_text,importance,away_team_abv,away_team_nickname,away_team_full_name,away_team_record,away_team_score,away_team_is_loser,away_team_has_possession,home_team_abv,home_team_nickname,home_team_full_name,home_team_record,home_team_score,home_team_is_loser,home_team_has_possession,additional_title,event_title
69,2023,philadelphia-stars-vs-pittsburgh-maulers-20230527,3,False,2023-05-27T01:00:00Z,2023-05-29T04:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Philadelphia Stars at Pittsburgh Maulers,0,PHI,Stars,Philadelphia Stars,4-3,37,False,False,PIT,Maulers,Pittsburgh Maulers,2-5,31,True,False,,Philadelphia Stars vs. Pittsburgh Maulers
70,2023,houston-gamblers-vs-memphis-showboats-20230528,3,False,2023-05-27T18:30:00Z,2023-05-29T21:30:00Z,FINAL,Simmons Bank Liberty Stadium,"Memphis, TN",FOX Sports: Houston Gamblers at Memphis Showboats,0,HOU,Gamblers,Houston Gamblers,4-3,20,True,False,MEM,Showboats,Memphis Showboats,4-3,23,False,False,,Houston Gamblers vs. Memphis Showboats
71,2023,michigan-panthers-vs-new-jersey-generals-20230528,3,False,2023-05-27T21:30:00Z,2023-05-30T00:30:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Michigan Panthers at New Jersey Generals,0,MICH,Panthers,Michigan Panthers,3-4,25,False,False,NJ,Generals,New Jersey Generals,2-5,22,True,False,,Michigan Panthers vs. New Jersey Generals
72,2023,houston-gamblers-vs-pittsburgh-maulers-20230603,3,False,2023-06-02T16:00:00Z,2023-06-04T19:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Houston Gamblers at Pittsburgh Maulers,0,HOU,Gamblers,Houston Gamblers,5-3,20,False,False,PIT,Maulers,Pittsburgh Maulers,2-6,19,True,False,,Houston Gamblers vs. Pittsburgh Maulers
73,2023,philadelphia-stars-vs-birmingham-stallions-20230603,3,False,2023-06-02T19:00:00Z,2023-06-04T22:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Philadelphia Stars at Birmingham Stallions,0,PHI,Stars,Philadelphia Stars,4-4,24,True,False,BHAM,Stallions,Birmingham Stallions,6-2,27,False,False,,Philadelphia Stars vs. Birmingham Stallions
74,2023,memphis-showboats-vs-new-jersey-generals-20230604,3,False,2023-06-03T17:00:00Z,2023-06-05T20:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Memphis Showboats at New Jersey Generals,1,MEM,Showboats,Memphis Showboats,5-3,25,False,False,NJ,Generals,New Jersey Generals,2-6,16,True,False,,Memphis Showboats vs. New Jersey Generals
75,2023,michigan-panthers-vs-new-orleans-breakers-20230604,3,False,2023-06-03T20:00:00Z,2023-06-05T23:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Michigan Panthers at New Orleans Breakers,1,MICH,Panthers,Michigan Panthers,3-5,20,True,False,NO,Breakers,New Orleans Breakers,5-3,24,False,False,,Michigan Panthers vs. New Orleans Breakers
76,2023,michigan-panthers-vs-pittsburgh-maulers-20230610,3,False,2023-06-09T16:00:00Z,2023-06-11T19:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Michigan Panthers at Pittsburgh Maulers,1,MICH,Panthers,Michigan Panthers,3-6,7,True,False,PIT,Maulers,Pittsburgh Maulers,3-6,19,False,False,,Michigan Panthers vs. Pittsburgh Maulers
77,2023,new-orleans-breakers-vs-memphis-showboats-20230610,3,False,2023-06-09T19:00:00Z,2023-06-11T22:00:00Z,FINAL,Simmons Bank Liberty Stadium,"Memphis, TN",FOX Sports: New Orleans Breakers at Memphis Showboats,0,NO,Breakers,New Orleans Breakers,6-3,31,False,False,MEM,Showboats,Memphis Showboats,5-4,3,True,False,,New Orleans Breakers vs. Memphis Showboats
78,2023,birmingham-stallions-vs-houston-gamblers-20230611,3,False,2023-06-10T17:00:00Z,2023-06-12T20:00:00Z,FINAL,Simmons Bank Liberty Stadium,"Memphis, TN",FOX Sports: Birmingham Stallions at Houston Gamblers,0,BHAM,Stallions,Birmingham Stallions,7-2,38,False,False,HOU,Gamblers,Houston Gamblers,5-4,15,True,False,,Birmingham Stallions vs. Houston Gamblers
79,2023,philadelphia-stars-vs-new-jersey-generals-20230611,3,False,2023-06-10T23:00:00Z,2023-06-13T02:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Philadelphia Stars at New Jersey Generals,1,PHI,Stars,Philadelphia Stars,4-5,33,True,False,NJ,Generals,New Jersey Generals,3-6,37,False,False,,Philadelphia Stars vs. New Jersey Generals
80,2023,pittsburgh-maulers-vs-new-jersey-generals-20230617,3,False,2023-06-16T17:00:00Z,2023-06-18T20:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Pittsburgh Maulers at New Jersey Generals,0,PIT,Maulers,Pittsburgh Maulers,4-6,26,False,False,NJ,Generals,New Jersey Generals,3-7,6,True,False,,Pittsburgh Maulers vs. New Jersey Generals
81,2023,birmingham-stallions-vs-memphis-showboats-20230617,3,False,2023-06-16T20:00:00Z,2023-06-18T23:00:00Z,FINAL,Simmons Bank Liberty Stadium,"Memphis, TN",FOX Sports: Birmingham Stallions at Memphis Showboats,1,BHAM,Stallions,Birmingham Stallions,8-2,27,False,False,MEM,Showboats,Memphis Showboats,5-5,20,True,False,,Birmingham Stallions vs. Memphis Showboats
82,2023,new-orleans-breakers-vs-houston-gamblers-20230618,3,False,2023-06-17T17:00:00Z,2023-06-19T20:00:00Z,FINAL,Simmons Bank Liberty Stadium,"Memphis, TN",FOX Sports: New Orleans Breakers at Houston Gamblers,0,NO,Breakers,New Orleans Breakers,7-3,17,False,False,HOU,Gamblers,Houston Gamblers,5-5,10,True,False,,New Orleans Breakers vs. Houston Gamblers
83,2023,philadelphia-stars-vs-michigan-panthers-20230618,3,False,2023-06-17T23:00:00Z,2023-06-20T02:00:00Z,FINAL,Ford Field,"Detroit, MI",FOX Sports: Philadelphia Stars at Michigan Panthers,1,PHI,Stars,Philadelphia Stars,4-6,20,True,False,MICH,Panthers,Michigan Panthers,4-6,23,False,False,,Philadelphia Stars vs. Michigan Panthers
87,2023,michigan-panthers-vs-pittsburgh-maulers-20230624,3,False,2023-06-24T00:00:00Z,2023-06-26T03:00:00Z,FINAL / OT,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Michigan Panthers at Pittsburgh Maulers,0,MICH,Panthers,Michigan Panthers,4-6,27,True,False,PIT,Maulers,Pittsburgh Maulers,4-6,31,False,False,2023 USFL Playoffs,Michigan Panthers vs. Pittsburgh Maulers
88,2023,new-orleans-breakers-vs-birmingham-stallions-20230625,3,False,2023-06-24T23:00:00Z,2023-06-27T02:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: New Orleans Breakers at Birmingham Stallions,2,NO,Breakers,New Orleans Breakers,7-3,22,True,False,BHAM,Stallions,Birmingham Stallions,8-2,47,False,False,2023 USFL Playoffs,New Orleans Breakers vs. Birmingham Stallions
89,2023,pittsburgh-maulers-vs-birmingham-stallions-20230701,3,False,2023-07-01T00:00:00Z,2023-07-03T03:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Pittsburgh Maulers at Birmingham Stallions,0,PIT,Maulers,Pittsburgh Maulers,4-6,12,True,False,BHAM,Stallions,Birmingham Stallions,8-2,28,False,False,2023 USFL Championship,Pittsburgh Maulers vs. Birmingham Stallions
